experiment,start_time,dataset,fold,test_accuracy,test_accuracy_dt,test_accuracy_dt_pruned,test_accuracy_cm,data_dir,temperature,layer_type,aggregation_mode,nonlinearity,evaluation_nonlinearity,concept_embedding_size,concept_temperature,a,dropout,use_batch_norm,hidden_units,state_size,num_layers,skip_connection,bounding_parameter,batch_size,device,train_decision_tree,max_leaf_nodes,learning_rate,max_epochs,num_cv,entropy_loss_scaling,early_stopping,loss_mode,num_recurrent_iterations,teacher_max_epochs,train_concept_model,student_layer_type,student_aggregation_mode,concept_memory_disjunctions
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Saturation,2,0.5,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,3,1,True,10,1,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Saturation,3,0.5,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,3,1,True,10,1,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Saturation,4,0.5049999952316284,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,3,1,True,10,1,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Saturation,5,1.0,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,3,1,True,10,1,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Saturation,6,0.5049999952316284,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,3,1,True,10,1,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Saturation,7,1.0,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,3,1,True,10,1,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Saturation,8,0.9950000047683716,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,3,1,True,10,1,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Saturation,9,0.8410000205039978,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,3,1,True,10,1,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Infection,0,0.41499999165534973,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,6,5,True,10,128,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Infection,1,0.24500000476837158,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,6,5,True,10,128,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Infection,2,0.40799999237060547,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,6,5,True,10,128,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Infection,3,0.4729999899864197,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,6,5,True,10,128,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Infection,4,0.41100001335144043,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,6,5,True,10,128,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Infection,5,0.3790000081062317,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,6,5,True,10,128,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Infection,6,0.4359999895095825,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,6,5,True,10,128,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Infection,7,0.414000004529953,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,6,5,True,10,128,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Infection,8,0.31200000643730164,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,6,5,True,10,128,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
"Ablation Study - DCR - Entropy Loss, Comparison",02_04_25_08_28,Infection,9,0.37700000405311584,,,,downloads,1.0,deep-concept-reasoner,bronze_age_comparison,,differentiable_argmax,32,0.1,10.0,0.0,True,16,6,5,True,10,128,mps,False,100,0.01,1500,10,0.2,True,binary_cross_entropy,1,15,False,memory-based-concept-reasoner,,4
